name,srid,active,hof,positions,start,end,letter
Isaiah Ekejiuba,EkejIs20,FALSE,FALSE,LB,2005,2011,E
Austin Ekeler,EkelAu00,TRUE,FALSE,RB,2017,2017,E
Andy Ekern,EkerAn20,FALSE,FALSE,TE,1984,1984,E
Carl Ekern,EkerCa00,FALSE,FALSE,LB,1976,1988,E
Ebenezer Ekuban,EkubEb20,FALSE,FALSE,DE,1999,2008,E
Hicham El-Mashtoub,El-MHi20,FALSE,FALSE,C,1995,1996,E
Abram Elam,ElamAb20,FALSE,FALSE,DB,2006,2012,E
Cleveland Elam,ElamCl00,FALSE,FALSE,DT-DE,1975,1979,E
Jason Elam,elamxjas01,FALSE,FALSE,K,1993,2009,E
Matt Elam,ElamMa00,FALSE,FALSE,SS,2013,2016,E
Onzy Elam,ElamOn20,FALSE,FALSE,LB,1987,1989,E
Shane Elam,ElamSh20,FALSE,FALSE,LB,2001,2001,E
Donnie Elder,EldeDo20,FALSE,FALSE,DB,1985,1991,E
Brody Eldridge,EldrBr00,FALSE,FALSE,C,2010,2011,E
Mohammed Elewonibi,ElewMo20,FALSE,FALSE,T,1992,1995,E
Clifton Eley,EleyCl20,FALSE,FALSE,TE,1987,1987,E
Monroe Eley,EleyMo00,FALSE,FALSE,RB,1975,1977,E
Pat Elflein,ElflPa00,TRUE,FALSE,C,2017,2017,E
Bruce Elia,EliaBr20,FALSE,FALSE,LB,1975,1978,E
Homer Elias,EliaHo20,FALSE,FALSE,G-T,1978,1984,E
Keith Elias,EliaKe00,FALSE,FALSE,RB,1994,1999,E
Don Eliason,EliaDo20,FALSE,FALSE,E,1942,1946,E
Ukeme Eligwe,EligUk00,TRUE,FALSE,OLB,2017,2017,E
Jim Eliopulos,ElioJi20,FALSE,FALSE,LB,1983,1985,E
Chief Elkins,ElkiCh20,FALSE,FALSE,B,1928,1933,E
Ev Elkins,ElkiEv20,FALSE,FALSE,B,1940,1940,E
Larry Elkins,ElkiLa00,FALSE,FALSE,WR,1966,1967,E
Mike Elkins,ElkiMi00,FALSE,FALSE,QB,1989,1989,E
Bill Elko,ElkoBi20,FALSE,FALSE,NT-G,1983,1987,E
Henry Ellard,EllaHe00,FALSE,FALSE,WR,1983,1998,E
Jack Ellena,ElleJa20,FALSE,FALSE,G-LB,1955,1956,E
Bill Ellenbogen,ElleBi20,FALSE,FALSE,G-T,1976,1977,E
Rich Ellender,ElleRi20,FALSE,FALSE,RB,1979,1979,E
Gene Ellenson,ElleGe20,FALSE,FALSE,T,1946,1946,E
Carl Eller,ElleCa00,FALSE,TRUE,DE,1964,1979,E
Dannell Ellerbe,ElleDa99,TRUE,FALSE,LB,2009,2017,E
Don Ellersick,ElleDo20,FALSE,FALSE,DB,1960,1960,E
Gary Ellerson,ElleGa00,FALSE,FALSE,RB,1985,1987,E
Aaron Elling,ellinaar01,FALSE,FALSE,K,2003,2005,E
Andre Ellington,ElliAn00,TRUE,FALSE,RB,2013,2017,E
Bruce Ellington,ElliBr00,TRUE,FALSE,WR,2014,2017,E
Dante Ellington,ElliDa20,FALSE,FALSE,T,2005,2005,E
Al Elliott,ElliAl20,FALSE,FALSE,B,1922,1924,E
Carl Elliott,ElliCa20,FALSE,FALSE,DE-E,1951,1954,E
Charlie Elliott,ElliCh20,FALSE,FALSE,T,1947,1948,E
DeAndre Elliott,ElliDe01,TRUE,FALSE,CB,2016,2016,E
Doc Elliott,ElliDo20,FALSE,FALSE,B,1922,1931,E
Ezekiel Elliott,ElliEz00,TRUE,FALSE,RB,2016,2017,E
Jake Elliott,ElliJa03,TRUE,FALSE,K,2017,2017,E
Jamin Elliott,ElliJa00,FALSE,FALSE,WR,2002,2006,E
Javien Elliott,ElliJa01,TRUE,FALSE,CB,2016,2017,E
Jayrone Elliott,ElliJa02,TRUE,FALSE,LB,2014,2017,E
Jim Elliott,ElliJi20,FALSE,FALSE,P,1967,1967,E
John Elliott,ElliJo00,FALSE,FALSE,DT-DE,1967,1973,E
Jumbo Elliott,ElliJu00,FALSE,FALSE,T,1988,2002,E
Kevin Elliott,ElliKe02,FALSE,FALSE,WR,2012,2012,E
Lenvil Elliott,ElliLe00,FALSE,FALSE,RB,1973,1981,E
Lin Elliott,elliolin01,FALSE,FALSE,K,1992,1995,E
Matt Elliott,ElliMa20,FALSE,FALSE,G-C,1992,1997,E
Ted Elliott,ElliTe20,FALSE,FALSE,NT,1987,1987,E
Tony Elliott,ElliTo20,FALSE,FALSE,NT,1982,1988,E
Tony Elliott,ElliTo21,FALSE,FALSE,DB,1987,1987,E
Alex Ellis,ElliAl01,TRUE,FALSE,TE,2016,2016,E
Allan Ellis,ElliAl00,FALSE,FALSE,DB,1973,1981,E
Chris Ellis,ElliCh99,FALSE,FALSE,DE,2008,2010,E
Clarence Ellis,ElliCl20,FALSE,FALSE,DB,1972,1974,E
Craig Ellis,ElliCr20,FALSE,FALSE,RB,1986,1987,E
Devale Ellis,ElliDe00,FALSE,FALSE,WR,2006,2006,E
Drew Ellis,ElliDr20,FALSE,FALSE,T,1938,1939,E
Ed Ellis,ElliEd20,FALSE,FALSE,T,1997,2003,E
Gerry Ellis,ElliGe00,FALSE,FALSE,RB,1980,1986,E
Greg Ellis,ElliGr20,FALSE,FALSE,DE,1998,2009,E
Herb Ellis,ElliHe20,FALSE,FALSE,C-LB,1949,1949,E
Jim Ellis,ElliJi21,FALSE,FALSE,LB,1987,1987,E
John Ellis,ElliJo20,FALSE,FALSE,G,1944,1944,E
Justin Ellis,ElliJu01,TRUE,FALSE,DT,2014,2017,E
Ken Ellis,ElliKe00,FALSE,FALSE,DB,1970,1979,E
Kenrick Ellis,ElliKe01,FALSE,FALSE,DL,2011,2015,E
Kwame Ellis,ElliKw20,FALSE,FALSE,DB,1996,1996,E
Larry Ellis,ElliLa20,FALSE,FALSE,LB,1948,1948,E
Ray Ellis,ElliRa20,FALSE,FALSE,DB,1981,1987,E
Roger Ellis,ElliRo20,FALSE,FALSE,LB-C,1960,1963,E
Sedrick Ellis,ElliSe99,FALSE,FALSE,DT,2008,2012,E
Shaun Ellis,ElliSh00,FALSE,FALSE,DE,2000,2011,E
Walt Ellis,ElliWa20,FALSE,FALSE,T,1924,1927,E
'Omar Ellison,ElliOm20,FALSE,FALSE,WR,1995,1996,E
Atiyyah Ellison,ElliAt00,FALSE,FALSE,DT,2009,2009,E
Glenn Ellison,ElliGl20,FALSE,FALSE,RB,1971,1971,E
Jerry Ellison,ElliJe00,FALSE,FALSE,RB,1995,1999,E
Keith Ellison,ElliKe20,FALSE,FALSE,LB,2006,2010,E
Kevin Ellison,ElliKe98,FALSE,FALSE,DB,2009,2009,E
Mark Ellison,ElliMa21,FALSE,FALSE,G,1972,1973,E
Rhett Ellison,ElliRh00,TRUE,FALSE,FB,2012,2017,E
Riki Ellison,ElliRi20,FALSE,FALSE,LB,1983,1992,E
Willie Ellison,ElliWi00,FALSE,FALSE,RB,1967,1974,E
Luther Elliss,ElliLu00,FALSE,FALSE,DT-DE,1995,2004,E
Bud Ellor,ElloBu20,FALSE,FALSE,G-E,1930,1930,E
Swede Ellstrom,EllsSw20,FALSE,FALSE,WB-HB,1934,1936,E
Percy Ellsworth,EllsPe20,FALSE,FALSE,DB,1996,2001,E
Charley Ellzey,EllzCh20,FALSE,FALSE,C-LB,1960,1961,E
Dave Elmendorf,ElmeDa20,FALSE,FALSE,DB,1971,1979,E
Doug Elmore,ElmoDo20,FALSE,FALSE,P,1962,1962,E
Ricky Elmore,ElmoRi00,FALSE,FALSE,DL,2012,2012,E
Shorty Elness,ElneSh20,FALSE,FALSE,HB-QB,1929,1929,E
Joey Eloms,ElomJo20,FALSE,FALSE,DB,1998,1999,E
Jimbo Elrod,ElroJi20,FALSE,FALSE,LB,1976,1979,E
Earl Elser,ElseEa20,FALSE,FALSE,T,1933,1934,E
Earl Elsey,ElseEa21,FALSE,FALSE,HB,1946,1946,E
Neil Elshire,ElshNe20,FALSE,FALSE,DE,1981,1986,E
Dutch Elston,ElstDu20,FALSE,FALSE,C-BB,1942,1948,E
Trae Elston,ElstTr01,TRUE,FALSE,DB,2017,2017,E
Leo Elter,ElteLe00,FALSE,FALSE,FB-HB,1953,1959,E
Jermaine Eluemunor,ElueJe00,TRUE,FALSE,OG,2017,2017,E
John Elway,ElwaJo00,FALSE,TRUE,QB,1983,1998,E
Jack Elwell,ElweJa00,FALSE,FALSE,WR,1962,1962,E
Harold Ely,ElyxHa20,FALSE,FALSE,T,1932,1934,E
Larry Ely,ElyxLa20,FALSE,FALSE,LB,1970,1975,E
Paul Elzey,ElzePa20,FALSE,FALSE,LB,1968,1968,E
Ben Emanuel,EmanBe20,FALSE,FALSE,DB,2005,2005,E
Bert Emanuel,EmanBe00,FALSE,FALSE,WR,1994,2001,E
Charles Emanuel,EmanCh20,FALSE,FALSE,DB,1997,1997,E
Frank Emanuel,EmanFr20,FALSE,FALSE,LB,1966,1970,E
Kyle Emanuel,EmanKy00,TRUE,FALSE,OLB,2015,2017,E
Keith Embray,EmbrKe20,FALSE,FALSE,DE,2000,2000,E
John Embree,EmbrJo20,FALSE,FALSE,FL-WR,1969,1970,E
Jon Embree,EmbrJo21,FALSE,FALSE,TE,1987,1988,E
Mel Embree,EmbrMe20,FALSE,FALSE,E,1953,1954,E
Pete Emelianchik,EmelPe00,FALSE,FALSE,TE,1967,1967,E
Bob Emerick,EmerBo20,FALSE,FALSE,T-G,1934,1937,E
Ox Emerson,EmerOx20,FALSE,FALSE,G-C,1931,1938,E
Vern Emerson,EmerVe20,FALSE,FALSE,T,1969,1971,E
Larry Emery,EmerLa20,FALSE,FALSE,RB,1987,1987,E
Carlos Emmons,EmmoCa20,FALSE,FALSE,LB,1996,2006,E
Frank Emmons,EmmoFr20,FALSE,FALSE,B,1940,1940,E
Red Emslie,EmslRe20,FALSE,FALSE,G,1923,1923,E
Steve Emtman,EmtmSt20,FALSE,FALSE,DE-DT,1992,1997,E
Justin Ena,EnaxJu20,FALSE,FALSE,LB,2002,2005,E
Dick Enderle,EndeDi20,FALSE,FALSE,G,1969,1976,E
Al Endress,EndrAl20,FALSE,FALSE,DE-E,1952,1952,E
Vic Endress,EndrVi20,FALSE,FALSE,BB,1922,1922,E
IK Enemkpali,EnemIK00,TRUE,FALSE,DE,2014,2015,E
Tiny Engebretsen,EngeTi20,FALSE,FALSE,T-G,1932,1941,E
Greg Engel,EngeGr20,FALSE,FALSE,C,1995,1999,E
Steve Engel,EngeSt20,FALSE,FALSE,RB,1970,1970,E
John Engelberger,EngeJo20,FALSE,FALSE,DE,2000,2008,E
Joe Engelhard,EngeJo21,FALSE,FALSE,B,1921,1922,E
Wuert Engelmann,EngeWu20,FALSE,FALSE,B,1930,1933,E
Eric England,EnglEr20,FALSE,FALSE,DE,1994,1996,E
Derek Engler,EnglDe20,FALSE,FALSE,C,1997,2000,E
Rick Engles,EnglRi20,FALSE,FALSE,P,1976,1978,E
Auston English,EnglAu00,FALSE,FALSE,DL,2011,2012,E
Doug English,EnglDo00,FALSE,FALSE,DT-NT,1975,1985,E
Keith English,EnglKe20,FALSE,FALSE,P,1990,1990,E
Larry English,EnglLa99,FALSE,FALSE,DE,2009,2014,E
Harry Englund,EnglHa20,FALSE,FALSE,E-HB,1921,1922,E
Bobby Engram,EngrBo00,FALSE,FALSE,WR,1996,2009,E
Evan Engram,EngrEv00,TRUE,FALSE,TE,2017,2017,E
Art Engstrom,EngsAr20,FALSE,FALSE,G,1924,1924,E
Steve Enich,EnicSt20,FALSE,FALSE,G,1945,1945,E
Curtis Enis,EnisCu00,FALSE,FALSE,RB,1998,2000,E
Hunter Enis,EnisHu00,FALSE,FALSE,QB,1960,1962,E
Fred Enke,EnkeFr20,FALSE,FALSE,QB,1948,1954,E
Rex Enright,EnriRe20,FALSE,FALSE,FB,1926,1927,E
Quincy Enunwa,EnunQu00,TRUE,FALSE,WR,2014,2016,E
Bill Enyart,EnyaBi00,FALSE,FALSE,RB-LB,1969,1971,E
Jamar Enzor,EnzoJa20,FALSE,FALSE,LB,2005,2005,E
Alonzo Ephraim,EphrAl20,FALSE,FALSE,C,2003,2005,E
Pat Epperson,EppePa00,FALSE,FALSE,E,1960,1960,E
Bobby Epps,EppsBo20,FALSE,FALSE,FB,1954,1957,E
Dedrick Epps,EppsDe00,FALSE,FALSE,TE,2010,2012,E
Jack Epps,EppsJa20,FALSE,FALSE,DB,1987,1987,E
Phil Epps,EppsPh00,FALSE,FALSE,WR,1982,1989,E
Tory Epps,EppsTo20,FALSE,FALSE,NT-DT,1990,1995,E
Hayden Epstein,epstehay01,FALSE,FALSE,K,2002,2002,E
Dick Erdlitz,ErdlDi20,FALSE,FALSE,HB,1942,1946,E
Arch Erehart,ErehAr20,FALSE,FALSE,WB,1920,1920,E
Rich Erenberg,ErenRi00,FALSE,FALSE,RB,1984,1986,E
Alex Erickson,EricAl01,TRUE,FALSE,WR,2016,2017,E
Bernie Erickson,EricBe20,FALSE,FALSE,LB,1967,1968,E
Bill Erickson,EricBi20,FALSE,FALSE,G,1948,1949,E
Bud Erickson,EricBu20,FALSE,FALSE,C,1938,1939,E
Craig Erickson,EricCr00,FALSE,FALSE,QB,1992,1997,E
Hal Erickson,EricHa20,FALSE,FALSE,B,1923,1930,E
Harold Erickson,EricHa21,FALSE,FALSE,T,1921,1922,E
Mickey Erickson,EricMi20,FALSE,FALSE,C,1930,1932,E
Swede Erickson,EricSw20,FALSE,FALSE,E,1924,1924,E
Walden Erickson,EricWa20,FALSE,FALSE,T,1927,1927,E
Tom Erlandson,ErlaTo00,FALSE,FALSE,LB,1962,1968,E
Tom Erlandson,ErlaTo20,FALSE,FALSE,LB,1988,1988,E
Jack Ernst,ErnsJa20,FALSE,FALSE,B,1925,1930,E
Mike Ernst,ErnsMi00,FALSE,FALSE,QB,1972,1973,E
Paul Ernster,ErnsPa20,FALSE,FALSE,K,2005,2008,E
Zach Ertz,ErtzZa00,TRUE,FALSE,TE,2013,2017,E
Tyler Ervin,ErviTy00,TRUE,FALSE,RB,2016,2017,E
Cameron Erving,ErviCa00,TRUE,FALSE,OT,2015,2017,E
Ricky Ervins,ErviRi00,FALSE,FALSE,RB,1991,1995,E
Terry Erwin,ErwiTe00,FALSE,FALSE,RB,1968,1968,E
Russell Erxleben,erxlerus01,FALSE,FALSE,P,1979,1987,E
Herb Eschbach,EschHe20,FALSE,FALSE,C,1930,1931,E
Gavin Escobar,EscoGa00,TRUE,FALSE,TE,2013,2017,E
Len Eshmont,EshmLe20,FALSE,FALSE,HB-FB,1941,1949,E
Boomer Esiason,EsiaBo00,FALSE,FALSE,QB,1984,1997,E
Al Espie,EspiAl20,FALSE,FALSE,T,1923,1923,E
Alex Espinoza,EspiAl21,FALSE,FALSE,QB,1987,1987,E
Mike Esposito,EspoMi00,FALSE,FALSE,RB,1976,1978,E
Mike Espy,EspyMi20,FALSE,FALSE,WR,2006,2006,E
Clarence Esser,EsseCl20,FALSE,FALSE,E,1947,1947,E
Trai Essex,EsseTr20,FALSE,FALSE,T,2005,2012,E
Ron Essink,EssiRo20,FALSE,FALSE,T-TE,1980,1985,E
Charlie Essman,EssmCh20,FALSE,FALSE,G,1920,1920,E
Greg Estandia,EstaGr01,FALSE,FALSE,TE,2007,2009,E
Richard Estell,EsteRi20,FALSE,FALSE,WR,1987,1987,E
Mike Estep,EsteMi20,FALSE,FALSE,G-T,1987,1987,E
Don Estes,EsteDo20,FALSE,FALSE,G,1966,1966,E
John Estes,EsteJo00,FALSE,FALSE,C,2011,2012,E
Larry Estes,EsteLa20,FALSE,FALSE,DE,1970,1976,E
Patrick Estes,EstePa00,FALSE,FALSE,TE,2005,2007,E
Sam Etcheverry,EtchSa00,FALSE,FALSE,QB,1961,1962,E
Carl Etelman,EtelCa20,FALSE,FALSE,B,1926,1926,E
Carlos Etheredge,EtheCa20,FALSE,FALSE,TE,1994,1994,E
Dave Etherly,EtheDa20,FALSE,FALSE,DB,1987,1987,E
Joe Ethridge,EthrJo20,FALSE,FALSE,TE,1949,1949,E
Ray Ethridge,EthrRa20,FALSE,FALSE,WR,1996,1997,E
Larry Etienne,EtieLa20,FALSE,FALSE,LB,1990,1990,E
Earl Ettenhaus,EtteEa20,FALSE,FALSE,G,1921,1921,E
Bob Etter,EtteBo20,FALSE,FALSE,K,1968,1969,E
Don Ettinger,EttiDo20,FALSE,FALSE,LB-G,1948,1950,E
Darius Eubanks,EubaDa00,FALSE,FALSE,LB,2013,2014,E
John Eubanks,EubaJo20,FALSE,FALSE,DB,2006,2007,E
Hiram Eugene,EugeHi99,FALSE,FALSE,DB,2007,2010,E
Tim Euhus,EuhuTi00,FALSE,FALSE,TE,2004,2007,E
Kaleb Eulls,EullKa00,TRUE,FALSE,DT,2015,2015,E
Bob Evans,EvanBo20,FALSE,FALSE,DE,1965,1965,E
Byron Evans,EvanBy20,FALSE,FALSE,LB,1987,1994,E
Charles Evans,EvanCh00,FALSE,FALSE,RB,1993,2000,E
Charlie Evans,EvanCh01,FALSE,FALSE,RB,1971,1974,E
Chuck Evans,EvanCh20,FALSE,FALSE,LB,1980,1981,E
Dale Evans,EvanDa20,FALSE,FALSE,HB,1961,1961,E
Darren Evans,EvanDa00,FALSE,FALSE,RB,2011,2012,E
David Evans,EvanDa21,FALSE,FALSE,DB,1986,1987,E
Demetric Evans,EvanDe20,FALSE,FALSE,DE,2001,2010,E
DeQuin Evans,EvanDe00,FALSE,FALSE,LB,2012,2012,E
Dick Evans,EvanDi20,FALSE,FALSE,E,1940,1943,E
Donald Evans,EvanDo20,FALSE,FALSE,DE-DT,1987,1995,E
Doug Evans,EvanDo21,FALSE,FALSE,DB,1993,2003,E
Earl Evans,EvanEa20,FALSE,FALSE,T-G,1925,1929,E
Fred Evans,EvanFr20,FALSE,FALSE,HB,1946,1948,E
Fred Evans,EvanFr21,FALSE,FALSE,DT,2006,2013,E
Greg Evans,EvanGr20,FALSE,FALSE,DB,1995,1998,E
Heath Evans,EvanHe00,FALSE,FALSE,FB,2001,2010,E
Jack Evans,EvanJa20,FALSE,FALSE,BB,1929,1929,E
Jahri Evans,EvanJa21,TRUE,FALSE,T,2006,2017,E
James Evans,EvanJa22,FALSE,FALSE,RB,1987,1987,E
Jerry Evans,EvanJe00,FALSE,FALSE,TE,1993,1995,E
Jim Evans,EvanJi00,FALSE,FALSE,WR,1964,1965,E
John Evans,EvanJo20,FALSE,FALSE,TE,1987,1987,E
Johnny Evans,EvanJo21,FALSE,FALSE,P-QB,1978,1980,E
Jon Evans,EvanJo22,FALSE,FALSE,E,1958,1958,E
Jordan Evans,EvanJo01,TRUE,FALSE,ILB,2017,2017,E
Josh Evans,EvanJo23,FALSE,FALSE,DT,1995,2004,E
Josh Evans,EvanJo00,FALSE,FALSE,FS,2013,2016,E
Justin Evans,EvanJu00,TRUE,FALSE,SS,2017,2017,E
Larry Evans,EvanLa20,FALSE,FALSE,LB,1976,1983,E
Lee Evans,EvanLe00,FALSE,FALSE,WR,2004,2011,E
Leomont Evans,EvanLe20,FALSE,FALSE,DB,1996,1999,E
Leon Evans,EvanLe21,FALSE,FALSE,DE,1985,1986,E
Lon Evans,EvanLo20,FALSE,FALSE,G-T,1933,1937,E
Marwin Evans,EvanMa00,TRUE,FALSE,S,2016,2017,E
Mike Evans,EvanMi20,FALSE,FALSE,C,1968,1973,E
Mike Evans,EvanMi21,FALSE,FALSE,DT-DE,1992,1992,E
Mike Evans,EvanMi00,TRUE,FALSE,WR,2014,2017,E
Murray Evans,EvanMu20,FALSE,FALSE,BB-QB,1942,1943,E
Norm Evans,EvanNo00,FALSE,FALSE,T,1965,1978,E
Randall Evans,EvanRa00,TRUE,FALSE,CB,2015,2015,E
Ray Evans,EvanRa20,FALSE,FALSE,TB-HB,1948,1948,E
Ray Evans,EvanRa21,FALSE,FALSE,G-T,1949,1950,E
Reggie Evans,EvanRe00,FALSE,FALSE,RB,1983,1983,E
Russell Evans,EvanRu20,FALSE,FALSE,WR,1987,1987,E
Scott Evans,EvanSc20,FALSE,FALSE,DE,1991,1991,E
Shaquelle Evans,EvanSh00,TRUE,FALSE,WR,2014,2014,E
Troy Evans,EvanTr20,FALSE,FALSE,LB,2002,2009,E
Vince Evans,EvanVi00,FALSE,FALSE,QB,1977,1995,E
Paul Evansen,EvanPa20,FALSE,FALSE,G,1948,1948,E
Deshazor Everett,EverDe01,TRUE,FALSE,CB,2015,2017,E
Eric Everett,EverEr20,FALSE,FALSE,DB,1988,1992,E
Gerald Everett,EverGe00,TRUE,FALSE,TE,2017,2017,E
Jim Everett,EverJi00,FALSE,FALSE,QB,1986,1997,E
Kevin Everett,EverKe00,FALSE,FALSE,TE,2006,2007,E
Major Everett,EverMa00,FALSE,FALSE,RB,1983,1987,E
Thomas Everett,EverTh00,FALSE,FALSE,DB,1987,1995,E
Tyler Everett,EverTy20,FALSE,FALSE,DB,2006,2006,E
Steve Everitt,EverSt20,FALSE,FALSE,C-G,1993,2000,E
William Evers,EverWi20,FALSE,FALSE,DB,1990,1991,E
Dick Evey,EveyDi20,FALSE,FALSE,DT-DE-G,1964,1971,E
Bradie Ewing,EwinBr00,FALSE,FALSE,FB,2012,2014,E
Antone Exum,ExumAn00,TRUE,FALSE,CB,2014,2017,E
Nick Eyre,EyreNi20,FALSE,FALSE,T,1981,1981,E
Liam Ezekiel,EzekLi20,FALSE,FALSE,LB,2005,2005,E
Vilnis Ezerins,EzerVi00,FALSE,FALSE,RB,1968,1968,E
Blake Ezor,EzorBl20,FALSE,FALSE,RB,1990,1990,E
Nuu Faaola,FaaoNu00,FALSE,FALSE,RB,1986,1989,F
Anthony Fabiano,FabiAn00,TRUE,FALSE,OL,2016,2017,F
Jason Fabini,FabiJa20,FALSE,FALSE,T,1998,2008,F
Tayo Fabuluje,FabuTa00,FALSE,FALSE,OT,2015,2015,F
Isame Faciane,FaciIs00,TRUE,FALSE,DT,2014,2014,F
Kyler Fackrell,FackKy00,TRUE,FALSE,OLB,2016,2017,F
Rob Fada,FadaRo20,FALSE,FALSE,G,1983,1985,F
Julian Fagan,FagaJu20,FALSE,FALSE,P,1970,1973,F
Kevin Fagan,FagaKe20,FALSE,FALSE,DE,1987,1993,F
Demarcus Faggins,FaggDe20,FALSE,FALSE,DB,2002,2009,F
Carl Fagiolo,FagiCa20,FALSE,FALSE,G,1944,1944,F
John Fahay,FahaJo20,FALSE,FALSE,E-B-G,1925,1929,F
Jim Fahnhorst,FahnJi20,FALSE,FALSE,LB,1984,1990,F
Keith Fahnhorst,FahnKe00,FALSE,FALSE,T,1974,1987,F
Fred Failing,FailFr20,FALSE,FALSE,G,1930,1930,F
Richard Fain,FainRi20,FALSE,FALSE,DB,1991,1992,F
Jeff Faine,FainJe20,FALSE,FALSE,C,2003,2012,F
Carl Fair,FairCa20,FALSE,FALSE,RB,2001,2001,F
Terry Fair,FairTe20,FALSE,FALSE,DB,1998,2005,F
Ka'imi Fairbairn,FairKa01,TRUE,FALSE,K,2017,2017,F
Bill Fairband,FairBi20,FALSE,FALSE,LB,1967,1968,F
Don Fairbanks,FairDo20,FALSE,FALSE,DE,1987,1987,F
Greg Fairchild,FairGr20,FALSE,FALSE,G-T-C,1976,1978,F
Paul Fairchild,FairPa20,FALSE,FALSE,G-C,1984,1990,F
Art Faircloth,FairAr20,FALSE,FALSE,B,1947,1948,F
Leonard Fairley,FairLe20,FALSE,FALSE,DB,1974,1974,F
Nick Fairley,FairNi00,TRUE,FALSE,DT,2011,2016,F
Eric Fairs,FairEr20,FALSE,FALSE,LB,1986,1992,F
Derrick Faison,FaisDe00,FALSE,FALSE,WR,1990,1990,F
Earl Faison,FaisEa00,FALSE,FALSE,DE,1961,1966,F
Nello Falaschi,FalaNe20,FALSE,FALSE,BB,1938,1941,F
Dick Falcon,FalcDi20,FALSE,FALSE,G,1920,1920,F
Guil Falcon,FalcGu20,FALSE,FALSE,FB,1920,1925,F
Terry Falcon,FalcTe20,FALSE,FALSE,G-T,1978,1980,F
David Fales,FaleDa00,TRUE,FALSE,QB,2014,2017,F
Tony Falkenstein,FalkTo20,FALSE,FALSE,FB-BB,1943,1944,F
Mickey Fallon,FallMi20,FALSE,FALSE,G-E,1922,1922,F
Mike Falls,FallMi21,FALSE,FALSE,G,1960,1961,F
Gary Famiglietti,FamiGa20,FALSE,FALSE,FB-HB,1938,1946,F
Paul Fanaika,FanaPa20,FALSE,FALSE,G,2011,2014,F
Alan Faneca,FaneAl00,FALSE,FALSE,G-T,1998,2010,F
Jonathan Fanene,FaneJo20,FALSE,FALSE,DE,2005,2011,F
Hebron Fangupo,FangHe00,FALSE,FALSE,DT,2012,2014,F
Chad Fann,FannCh00,FALSE,FALSE,TE,1993,1999,F
Mario Fannin,FannMa00,FALSE,FALSE,RB,2012,2012,F
Mike Fanning,FannMi20,FALSE,FALSE,DT-DE-NT,1975,1984,F
Stan Fanning,FannSt20,FALSE,FALSE,T-DE-DT,1960,1964,F
Jean Fanor,FanoJe00,FALSE,FALSE,S,2014,2014,F
George Fant,FantGe00,TRUE,FALSE,T,2016,2016,F
Ken Fantetti,FantKe20,FALSE,FALSE,LB,1979,1985,F
Ledio Fanucchi,FanuLe20,FALSE,FALSE,T-DT,1954,1954,F
Mike Fanucci,FanuMi20,FALSE,FALSE,DE,1972,1974,F
Chris Farasopoulos,FaraCh20,FALSE,FALSE,DB,1971,1974,F
Hap Farber,FarbHa20,FALSE,FALSE,LB,1970,1970,F
Justin Fargas,FargJu00,FALSE,FALSE,FB,2003,2009,F
Nick Farina,FariNi20,FALSE,FALSE,C,1927,1927,F
Andy Farkas,FarkAn20,FALSE,FALSE,FB-HB-WB,1938,1945,F
Dale Farley,FarlDa20,FALSE,FALSE,LB,1971,1973,F
Dick Farley,FarlDi20,FALSE,FALSE,DB,1968,1969,F
John Farley,FarlJo20,FALSE,FALSE,RB,1984,1984,F
Matthias Farley,FarlMa00,TRUE,FALSE,DB,2016,2017,F
Dick Farman,FarmDi20,FALSE,FALSE,G,1939,1943,F
Danny Farmer,FarmDa00,FALSE,FALSE,WR,2000,2002,F
Dave Farmer,FarmDa20,FALSE,FALSE,RB,1978,1978,F
George Farmer,FarmGe01,FALSE,FALSE,WR,1970,1975,F
George Farmer,FarmGe00,FALSE,FALSE,WR,1982,1987,F
George Farmer,FarmGe02,FALSE,FALSE,RB,2016,2016,F
Karl Farmer,FarmKa00,FALSE,FALSE,WR,1976,1978,F
Lonnie Farmer,FarmLo20,FALSE,FALSE,LB,1964,1966,F
Ray Farmer,FarmRa20,FALSE,FALSE,LB,1996,1998,F
Robert Farmer,FarmRo20,FALSE,FALSE,RB,1999,1999,F
Roger Farmer,FarmRo21,FALSE,FALSE,WR,1979,1979,F
Ted Farmer,FarmTe20,FALSE,FALSE,RB,1978,1978,F
Tom Farmer,FarmTo20,FALSE,FALSE,HB,1946,1948,F
John Farquhar,FarqJo00,FALSE,FALSE,TE,1996,1998,F
D'Marco Farr,FarrDM20,FALSE,FALSE,DT,1994,2000,F
Mel Farr,FarrMe00,FALSE,FALSE,RB,1967,1973,F
Mel Farr,FarrMe20,FALSE,FALSE,RB,1989,1989,F
Mike Farr,FarrMi00,FALSE,FALSE,WR,1990,1992,F
Miller Farr,FarrMi01,FALSE,FALSE,DB,1965,1973,F
Ken Farragut,FarrKe00,FALSE,FALSE,C-LB,1951,1954,F
Vinnie Farrar,FarrVe20,FALSE,FALSE,G-BB,1938,1939,F
Dillon Farrell,FarrDi00,FALSE,FALSE,C,2014,2014,F
Scrapper Farrell,FarrSc20,FALSE,FALSE,FB,1938,1939,F
Sean Farrell,FarrSe20,FALSE,FALSE,G-T,1982,1992,F
Paul Farren,FarrPa20,FALSE,FALSE,T-G,1983,1991,F
